word,pos,meaning,level,source
phase,n./v.,"n. 時期, 局面, 方面, 位相, 相, 階段；vt. 使調整相位, 使定相, 使一致, 逐步執行, 實行；[計] 階段",5,CEEC-108
phenomenon,n.,現象,4,CEEC-108
philosopher,n.,哲學家,4,CEEC-108
philosophical,adj.,哲學的,4,CEEC-108
philosophy,n.,哲學,4,CEEC-108
phone,n./v.,電話,1,CEEC-108
photo,n./v.,"n. 相片, 照片, 逼真的描繪；v. 照相；a. 照相的, 攝影用的, 詳細記錄的, 逼真的, 酷似的",1,CEEC-108
photograph,n./v.,"n. 相片, 照片, 逼真的描繪；v. 照相, 攝影",1,CEEC-108
photographer,n.,攝影者,3,CEEC-108
photographic,adj.,攝影(用)的,5,CEEC-108
photography,n.,攝影術,4,CEEC-108
phrase,n./v.,片語；用語言表示,2,CEEC-108
physical,adj.,身體的,4,CEEC-108
physician,n.,"n. 醫師, 內科醫師, 解除痛苦者；[醫] 主治醫師",4,CEEC-108
physicist,n.,物理學家,4,CEEC-108
physics,n.,物理學,4,CEEC-108
pianist,n.,鋼琴家,6,CEEC-108
piano,n.,鋼琴,1,CEEC-108
pick,n./v.,十字鎬；挑選,1,CEEC-108
pickle,n.,"n. 鹽滷, 醃汁, 泡菜, 困境, 討厭鬼；vt. 醃製, 酸洗, 葬送(機會等), 泡",4,CEEC-108
pickpocket,n.,n. 扒手；[法] 扒手,6,CEEC-108
pickup,n.,"n. 拾起, 加速, 刺激, 獵物的收集, 好轉, 恢復健康, 搭車者, 興奮劑, 電視攝像；[電] 拾音器",5,CEEC-108
picnic,n./v.,野餐；去郊遊野餐,1,CEEC-108
picture,n./v.,圖畫；想像,1,CEEC-108
pie,n.,派,1,CEEC-108
piece,n./v.,破片；拼合,1,CEEC-108
pier,n.,"n. 碼頭, 橋墩, 支框, 防波堤；[醫] 橋基, 基牙",5,CEEC-108
pig,n./v.,豬,1,CEEC-108
pigeon,n.,鵲子,3,CEEC-108
pile,n./v.,堆；疊,3,CEEC-108
pilgrim,n.,朝聖者,6,CEEC-108
pill,n.,藥丸,3,CEEC-108
pillar,n.,柱子,5,CEEC-108
pillow,n.,枕頭,2,CEEC-108
pilot,n./v.,飛行員；駕駛,3,CEEC-108
pimple,n.,粉刺；面皰,6,CEEC-108
pin,n./v.,"n. 大頭針, 針, 別針, 栓, 銷子, 圖釘, 插頭, 管腳, 品(液量單位)；vt. 將...用針別住, 釘住, 壓住, 牽制, 使不能動, 歸罪於；a. 針的, 銷子的, 閂的",1,CEEC-108
pinch,n./v.,"n. 捏, 擰, 撮, 少量, 收縮, 擠壓, 夾痛, 苦惱, 逮捕, 指控, 匱乏, 緊急關頭；vt. 捏, 擰, 掐, 擠壓, 修剪, 使困苦, 使萎縮, 節制, 少量加入, 逮捕, 勒索；vi. 收縮, 節省, 擠壓, 引起苦惱",6,CEEC-108
pine,n.,松樹,3,CEEC-108
pineapple,n.,鳳梨,3,CEEC-108
pink,adj./n.,粉紅色的,1,CEEC-108
pint,n.,品脫(液量名),3,CEEC-108
pioneer,n./v.,拓荒者；開拓,4,CEEC-108
pipe,n./v.,管；用管道輸送,1,CEEC-108
pipeline,n.,管線,5,CEEC-108
pirate,n./v.,海盜,5,CEEC-108
pit,n.,坑；煤礦,3,CEEC-108
pitch,n./v.,瀝青,3,CEEC-108
pitcher,n.,大水罐；投手,5,CEEC-108
pity,n./v.,可惜,3,CEEC-108
pizza,n.,比薩,2,CEEC-108
place,n./v.,地方；放置,1,CEEC-108
placement,n.,"n. 放置, 布置, 工作安排, 編班, 定位球；[計] 放置",5,CEEC-108
plague,n.,瘟疫；折磨,6,CEEC-108
plain,adj./n.,簡單的,2,CEEC-108
plan,n./v.,計劃,1,CEEC-108
plane,n.,飛機,1,CEEC-108
planet,n.,行星,1,CEEC-108
plant,n./v.,植物；種植,1,CEEC-108
plantation,n.,種植園,6,CEEC-108
plastic,adj./n.,塑膠,3,CEEC-108
plate,n.,盤；碟,1,CEEC-108
platform,n.,月臺,2,CEEC-108
play,n./v.,玩耍；玩,1,CEEC-108
player,n.,"n. 競賽者, 上場隊員, 遊戲者, 演員；[經] 交易者",1,CEEC-108
playful,adj.,"a. 愛打趣的, 多趣的, 開玩笑的, 嬉戲的",3,CEEC-108
playground,n.,操場,2,CEEC-108
playwright,n.,劇作家,6,CEEC-108
plea,n.,懇求,5,CEEC-108
plead,v.,"vi. 辯護, 懇求；vt. 為...辯護, 提出...藉口, 託稱, 懇求",5,CEEC-108
pleasant,adj.,令人愉快的,2,CEEC-108
please,v.,(使)高興,1,CEEC-108
pleasure,n.,愉快,1,CEEC-108
pledge,n./v.,發誓；保證,5,CEEC-108
plentiful,adj.,豐富,4,CEEC-108
plenty,adv./n./pron.,大量,3,CEEC-108
plot,n./v.,情節；圖謀,4,CEEC-108
plow,n./v.,耕(地),6,CEEC-108
plug,n./v.,塞子,3,CEEC-108
plum,n.,n. 李子,4,CEEC-108
plumber,n.,管子工,4,CEEC-108
plunge,n./v.,"n. 鑽進, 跳進, 跳水, 跳水池, 猛跌, 落下, 投入, 開始從事, 盲目投資；vi. 投入, 投身於, 跳進, 陷入, 下降；vt. 使投入, 使插入, 使陷入, 使遭受",5,CEEC-108
plural,adj./n.,"n. 複數；a. 複數的, 兩個以上的",5,CEEC-108
plus,adj./n./prep.,加,2,CEEC-108
pm,adv.,"出納員, 軍需官；[計] 調相, 性能管理, 處理模塊, 程式存儲器",1,CEEC-108
pneumonia,n.,肺炎,6,CEEC-108
pocket,n./v.,口袋,1,CEEC-108
poem,n.,詩,2,CEEC-108
poet,n.,詩人,2,CEEC-108
poetic,adj.,"a. 詩的, 詩意的, 詩人的",5,CEEC-108
poetry,n.,詩,2,CEEC-108
point,n./v.,尖端；持向,1,CEEC-108
poison,n./v.,毒藥,2,CEEC-108
poisonous,adj.,有毒的,4,CEEC-108
poke,n./v.,"n. 刺, 戳, 袋子；vt. 戳, 捅, 撥弄, 刺；vi. 戳, 刺, 捅, 搜索, 伸出, 行動散慢；[計] 存數",5,CEEC-108
polar,adj.,"a. 兩極的, 極地的, 正好相反的, 極性的；n. 極線, 極面",6,CEEC-108
pole,n.,南極或北極,3,CEEC-108
police,n./v.,警察,1,CEEC-108
policeman,n.,警察,2,CEEC-108
policy,n.,政策,2,CEEC-108
polish,n./v.,波蘭的；波蘭人(語)的,4,CEEC-108
polite,adj.,有禮貌的,1,CEEC-108
political,adj.,政府的,3,CEEC-108
politician,n.,政治家,3,CEEC-108
politics,n.,政治活動,3,CEEC-108
poll,n./v.,民意調查,3,CEEC-108
pollute,v.,汙染,3,CEEC-108
pollution,n.,汙染,3,CEEC-108
pond,n.,池塘,1,CEEC-108
ponder,v.,深思,6,CEEC-108
pony,n.,小馬,6,CEEC-108
pool,n./v.,水塘,1,CEEC-108
poor,adj.,貧窮的,1,CEEC-108
pop,adj./n.,砰然(聲),2,CEEC-108
popcorn,n.,玉米花,1,CEEC-108
popular,adj.,流行的,1,CEEC-108
popularity,n.,流行,4,CEEC-108
populate,v.,移居於,6,CEEC-108
population,n.,人口,2,CEEC-108
porcelain,n.,"n. 瓷器, 瓷；a. 瓷製的",3,CEEC-108
porch,n.,"n. 門廊, 走廊",5,CEEC-108
pork,n.,豬肉,2,CEEC-108
port,n.,港,2,CEEC-108
portable,adj.,便攜的,4,CEEC-108
porter,n.,搬行李工人,6,CEEC-108
portfolio,n.,文件夾；投資組合,5,CEEC-108
portion,n./v.,一部分,3,CEEC-108
portrait,n.,肖畫像,3,CEEC-108
portray,v.,描繪,4,CEEC-108
pose,n./v.,姿勢,2,CEEC-108
position,n./v.,位置,2,CEEC-108
positive,adj./n.,確信的；積極的,2,CEEC-108
possess,v.,擁有,4,CEEC-108
possession,n.,"n. 擁有, 佔有, 所有, 財產, 領土, 領地, 自製, 著迷；[經] 佔有, 持有",4,CEEC-108
possibility,n.,可能性,2,CEEC-108
possible,adj.,可能的,1,CEEC-108
post,adv./n./v.,位置；郵局,2,CEEC-108
postage,n.,郵資,4,CEEC-108
postcard,n.,n. 明信片,2,CEEC-108
poster,n.,海報,3,CEEC-108
postpone,v.,延期,3,CEEC-108
postponement,n.,"n. 延遲, 延期；[法] 延期, 延遲",3,CEEC-108
posture,n./v.,姿勢,6,CEEC-108
pot,n./v.,罐；壺；盒,1,CEEC-108
potato,n.,馬鈴薯,1,CEEC-108
potent,adj.,有效力的,6,CEEC-108
potential,adj./n.,潛在的；僭能,4,CEEC-108
pottery,n.,n陶器,3,CEEC-108
poultry,n.,家禽(肉),6,CEEC-108
pound,n.,磅,2,CEEC-108
pour,v.,灌 v.注 v.倒,3,CEEC-108
poverty,n.,貧窮,3,CEEC-108
powder,n./v.,粉末,3,CEEC-108
power,n./v.,權力,1,CEEC-108
powerful,adj.,強健的,2,CEEC-108
practical,adj.,實踐的,3,CEEC-108
practice,n./v.,練習；實踐,1,CEEC-108
practitioner,n.,開業者,5,CEEC-108
praise,n./v.,讚美；稱讚,2,CEEC-108
pray,v.,祈禱,2,CEEC-108
prayer,n.,祈禱,2,CEEC-108
preach,v.,"v. 傳道, 講道, 說教, 宣講, 鼓吹；n. 說教, 布道",6,CEEC-108
precaution,n.,預防措施,5,CEEC-108
precede,v.,"vt. 在...之前, 優於, 較...優先；vi. 在前面",6,CEEC-108
precedent,n.,慣例,6,CEEC-108
precious,adj.,珍貴的,3,CEEC-108
precise,adj.,精確的,4,CEEC-108
precision,n.,"n. 精密, 精確, 精確度, 精度；a. 精密的, 精確的；[計] 精度",6,CEEC-108
predator,n.,"n. 食肉動物, 掠奪者；[醫] 捕食者",5,CEEC-108
predecessor,n.,前輩,6,CEEC-108
predict,v.,預言,4,CEEC-108
prediction,n.,預言,4,CEEC-108
prefer,v.,寧願選擇,2,CEEC-108
preference,n.,偏愛,5,CEEC-108
pregnancy,n.,"n. 懷孕；豐富, 多產；意義深長",4,CEEC-108
pregnant,adj.,懷孕的,4,CEEC-108
prehistoric,adj.,"a. 歷史以前的, 史前的",6,CEEC-108
prejudice,n./v.,成見,5,CEEC-108
preliminary,adj./n.,初步的；初步行動,5,CEEC-108
premature,adj.,過早的,5,CEEC-108
premier,adj./n.,首相,5,CEEC-108
premiere,n.,"v. 初次公演, 首次露面；n. 初次的演出；a. 首次的, 首位的",6,CEEC-108
premise,n.,前提,5,CEEC-108
premium,n.,保險費,5,CEEC-108
preparation,n.,準備,3,CEEC-108
prepare,v.,準備,1,CEEC-108
prescribe,v.,開(樂方),5,CEEC-108
prescription,n.,藥方,5,CEEC-108
presence,n.,出席,3,CEEC-108
present,adj./n./v.,(1) adj.出席的,1,CEEC-108
presentation,n.,表演,4,CEEC-108
preservation,n.,保持,4,CEEC-108
preserve,v.,保存,4,CEEC-108
preside,v.,主持,6,CEEC-108
presidency,n.,總統(校長)的職位,5,CEEC-108
president,n.,總統；校長,2,CEEC-108
presidential,adj.,總統(校長)的,5,CEEC-108
press,n./v.,(2) v.按,2,CEEC-108
pressure,n./v.,壓；按,2,CEEC-108
prestige,n.,"n. 聲望, 威望, 威信；[經] 商譽, 聲譽",6,CEEC-108
presumably,adv.,"adv. 推測上, 大概",5,CEEC-108
presume,v.,"vt. 假定, 推測, 擅自, 意味著；vi. 擅自行動, 相信",5,CEEC-108
pretend,v.,假裝,3,CEEC-108
pretty,adj./adv.,(1) adj.漂亮的,1,CEEC-108
prevail,v.,"vi. 獲勝, 流行, 盛行；[醫] 流行, 盛行",5,CEEC-108
prevent,v.,預防,3,CEEC-108
prevention,n.,"n. 阻止, 妨礙, 預防；[醫] 預防",4,CEEC-108
preventive,adj./n.,預防的,6,CEEC-108
preview,n./v.,預習；預演,6,CEEC-108
previous,adj.,以前的,3,CEEC-108
prey,n./v.,"n. 被掠食者, 犧牲者；vi. 捕食",5,CEEC-108
price,n./v.,價格,1,CEEC-108
priceless,adj.,"a. 無價的, 極貴重的",6,CEEC-108
pride,n./v.,自豪,2,CEEC-108
priest,n.,"n. 祭司, 牧師, 神父, 神質人員, 僧侶, 泰鬥",2,CEEC-108
primary,adj.,主要的,2,CEEC-108
prime,adj./n.,首先的,4,CEEC-108
primitive,adj.,遠古的,4,CEEC-108
prince,n.,王子,2,CEEC-108
princess,n.,公主,2,CEEC-108
principal,adj./n.,(1) adj.主要的,2,CEEC-108
principle,n.,原則,2,CEEC-108
print,n./v.,印刷；字體,2,CEEC-108
printer,n.,印刷業從業人員,2,CEEC-108
prior,adj./adv./n.,"a. 更重要的, 較早的, 在先的；n. 小隱修院院長, 大隱修院副院長",5,CEEC-108
priority,n.,居先；優先(權),4,CEEC-108
prison,n.,監獄,2,CEEC-108
prisoner,n.,"n. 囚犯, 犯人, 戰俘；[法] 犯人, 囚犯, 扣押犯",2,CEEC-108
privacy,n.,獨處(狀況),4,CEEC-108
private,adj.,個人的,2,CEEC-108
privatize,v.,vt.vi. 私有化,6,CEEC-108
privilege,n./v.,特權,4,CEEC-108
prize,n./v.,獎品；珍視,2,CEEC-108
probable,adj.,很可能的,3,CEEC-108
probably,adv.,"adv. 大概, 或許",1,CEEC-108
probe,n.,探查,6,CEEC-108
problem,n.,問題,1,CEEC-108
procedure,n.,程式,4,CEEC-108
proceed,v.,繼續進行,4,CEEC-108
process,n./v.,過程；加工,3,CEEC-108
procession,n.,"n. 隊伍, 連續, 列隊行進, 湧出",6,CEEC-108
proclaim,v.,"vt. 宣布, 公告, 宣言, 表明, 讚揚；[法] 宣布, 宣告, 公布",5,CEEC-108
produce,n./v.,生產,2,CEEC-108
producer,n.,"n. 生產者, 製作者, 製作人；[化] 發生器; (爐煤氣)發生爐; 制氣爐; 生產者",3,CEEC-108
product,n.,產品,3,CEEC-108
production,n.,生產；產量；產品,2,CEEC-108
productive,adj.,多產的,4,CEEC-108
productivity,n.,生產力,5,CEEC-108
profession,n.,職業,4,CEEC-108
professional,adj./n.,專業的,4,CEEC-108
professor,n.,教授,3,CEEC-108
proficiency,n.,"n. 精通, 熟練, 精練",6,CEEC-108
profile,n./v.,側面像；輪廓,5,CEEC-108
profit,n./v.,利益；有益於,3,CEEC-108
profitable,adj.,有益的,4,CEEC-108
profound,adj.,"a. 極深的, 深厚的, 深刻的, 淵博的",5,CEEC-108
program,n./v.,程式；編製程式,1,CEEC-108
progress,n./v.,前進,2,CEEC-108
progressive,adj./n.,不斷前進的,5,CEEC-108
prohibit,v.,禁止,5,CEEC-108
prohibition,n.,禁止,6,CEEC-108
project,n.,(1) n.項目,2,CEEC-108
projection,n.,凸出物；設計；投影,5,CEEC-108
prolong,v.,"vt. 延長, 拖延, 拖長；[化] 冷凝管",5,CEEC-108
prominent,adj.,突起的,4,CEEC-108
promise,n./v.,諾言；許諾,2,CEEC-108
promising,adj.,大有希望的,4,CEEC-108
promote,v.,提升,3,CEEC-108
promotion,n.,晉級,4,CEEC-108
prompt,adj./n./v.,促使,4,CEEC-108
prone,adj.,易於發生(不愉快事)的；有傾向的,5,CEEC-108
pronounce,v.,發音,3,CEEC-108
pronunciation,n.,"n. 發音, 讀法",4,CEEC-108
proof,n.,證據,3,CEEC-108
propaganda,n.,"n. 宣傳, 宣傳活動；[醫] 宣傳",5,CEEC-108
propel,v.,"vt. 推進, 驅使；[機] 推進",6,CEEC-108
proper,adj.,適合的,2,CEEC-108
property,n.,財產,3,CEEC-108
prophet,n.,"n. 預言者, 先知, 提倡者",5,CEEC-108
proportion,n./v.,"n. 比例, 比率, 均衡, 部分, 面積；vt. 使成比例, 使均衡",5,CEEC-108
proposal,n.,計劃；建議,4,CEEC-108
propose,v.,提議,2,CEEC-108
prose,n.,散文,6,CEEC-108
prosecute,v.,"vt. 告發, 起訴, 徹底進行, 執行, 從事；vi. 告發, 起訴, 作檢察官",6,CEEC-108
prosecution,n.,(被)起訴,5,CEEC-108
prospect,n./v.,期望,5,CEEC-108
prospective,adj.,"a. 預期的, 將來的；[經] 預期的, 未來的",6,CEEC-108
prosper,v.,興旺,4,CEEC-108
prosperity,n.,發達,4,CEEC-108
prosperous,adj.,繁榮的,4,CEEC-108
protect,v.,保護,2,CEEC-108
protection,n.,"n. 保護, 防衛, 貿易保護制度；[計] 保護",3,CEEC-108
protective,adj.,保護的,2,CEEC-108
protein,n.,蛋白質,4,CEEC-108
protest,n./v.,抗議,4,CEEC-108
prototype,n.,n. 原型；[計] 樣機; 原型,6,CEEC-108
proud,adj.,白尊的,1,CEEC-108
prove,v.,證明,2,CEEC-108
proverb,n.,諺語,6,CEEC-108
provide,v.,提供,2,CEEC-108
province,n.,"n. 省, 地方, 職權, 領域；[法] 省, 地方, 領域",5,CEEC-108
provincial,adj./n.,省的,6,CEEC-108
provision,n.,"n. (政府提供的)錢和設備, 準備, 供應品, 規定, 條款；vt. 供給...食物及必需品",5,CEEC-108
provisional,adj.,"a. 暫時的, 暫定的, 臨時的；[醫] 臨時的",6,CEEC-108
provoke,v.,激怒,5,CEEC-108
psychiatry,n.,精神病學,6,CEEC-108
psychic,adj.,"a. 靈魂的, 精神的, 心靈的；n. 巫師, 靈物, 心靈現象",6,CEEC-108
psychological,adj.,心理(上)的,4,CEEC-108
psychologist,n.,心理學家,4,CEEC-108
psychology,n.,心理學,4,CEEC-108
psychotherapy,n.,"n. 精神療法, 心理療法；[醫] 精神療法, 心理療法",6,CEEC-108
pub,n.,小酒館,3,CEEC-108
public,adj./n.,公眾的；大眾,1,CEEC-108
publication,n.,公布,4,CEEC-108
publicity,n.,眾人皆知,4,CEEC-108
publicize,v.,vt. 宣傳,6,CEEC-108
publish,v.,出版,4,CEEC-108
publisher,n.,出版社(者),4,CEEC-108
pudding,n.,n. 布丁,2,CEEC-108
puff,n./v.,"n. 一陣噴煙, 腫塊, 喘息；v. 噴出, 張開, 吹捧, (使)充氣, 喘氣, (使)驕傲, (使)膨脹",6,CEEC-108
pull,n./v.,拖；拉,1,CEEC-108
pulse,n./v.,脈搏,5,CEEC-108
pump,n./v.,泵,3,CEEC-108
pumpkin,n.,南瓜,2,CEEC-108
punch,n./v.,"n. 打洞器, 鑽孔機, 衝壓機, 衝床, 潘趣酒；vt. 以拳重擊, 開洞, 衝壓；vi. 用拳猛擊",3,CEEC-108
punctual,adj.,如期的；準時的,6,CEEC-108
punish,v.,"vt. 處罰, 懲罰, 嚴厲對待；vi. 懲罰",2,CEEC-108
punishment,n.,"n. 處罰, 刑罰, 懲罰；[法] 罰, 處罰, 刑罰",2,CEEC-108
pupil,n.,小學生,2,CEEC-108
puppet,n.,"n. 傀儡, 木偶；[法] 木偶, 傀儡, 受他人操縱的人",3,CEEC-108
puppy,n.,小狗,2,CEEC-108
purchase,n./v.,購買,5,CEEC-108
pure,adj.,純淨的,3,CEEC-108
purify,v.,"vi. 變純淨；vt. 使純淨, 淨化, 提純, 精煉",6,CEEC-108
purity,n.,純潔,6,CEEC-108
purple,adj./n.,紫色的,2,CEEC-108
purpose,n.,意圖,2,CEEC-108
purse,n.,錢包,3,CEEC-108
pursue,v.,追捕,4,CEEC-108
pursuit,n.,追趕,4,CEEC-108
push,n./v.,"n. 推, 推動, 奮鬥, 攻擊, 進取心；vt. 推, 推動, 使伸出, 推行, 逼迫, 增加；vi. 推, 推進, 增加, 努力爭取",1,CEEC-108
put,v.,安置,1,CEEC-108
puzzle,n./v.,難題；困惑,2,CEEC-108
pyramid,n.,"n. 角錐, 金字塔；v. (使)成金字塔狀, (使)漸增, (使)上漲",5,CEEC-108
quake,n./v.,震動,6,CEEC-108
qualification,n.,"n. 資格, 條件, 限制；[計] 限定",6,CEEC-108
qualify,v.,使具有資格,5,CEEC-108
quality,n.,質量,2,CEEC-108
quantity,n.,數量,2,CEEC-108
quarrel,n./v.,爭吵,4,CEEC-108
quarter,n.,四分之一,1,CEEC-108
queen,n.,王后,1,CEEC-108
queer,adj.,奇怪的,3,CEEC-108
quest,n.,探索,5,CEEC-108
question,n./v.,問題；詢問,1,CEEC-108
questionnaire,n.,問卷,5,CEEC-108
quick,adj./adv.,快速的/地,1,CEEC-108
quiet,adj./n./v.,安靜的；使安靜,1,CEEC-108
quilt,n./v.,"n. 棉被；vt. 加軟襯料後縫製, 東拼西湊地編；vi. 縫被子",4,CEEC-108
quit,v.,停止,3,CEEC-108
quite,adv.,完全；非常,1,CEEC-108
quiver,n./v.,"n. 震動, 顫抖, 箭袋；vi. 顫抖, 振動；vt. 使顫動；a. 敏捷的",5,CEEC-108
quiz,n.,問答比賽,2,CEEC-108
quota,n.,"n. 配額, 限額；[化] 定額",5,CEEC-108
quotation,n.,引語,4,CEEC-108
quote,n./v.,引用,3,CEEC-108
rabbit,n.,兔,1,CEEC-108
race,n./v.,比賽,1,CEEC-108
racial,adj.,種族的,3,CEEC-108
racism,n.,"n. 種族主義, 種族偏見；[法] 種族主義, 種族歧視, 種族歧視主張",5,CEEC-108
rack,n./v.,置物架,5,CEEC-108
radar,n.,雷達,4,CEEC-108
radiant,adj./n.,"a. 發光的, 明亮的, 輻射的, 容光煥發的；[醫] 放射的, 輻射的, 輻射物[質]",6,CEEC-108
radiate,adj./v.,發射,6,CEEC-108
radiation,n.,n. 輻射；[化] 放射,5,CEEC-108
radical,adj./n.,"n. 激進分子, 詞根, 基礎, 根式, 根；a. 激進的, 根本的, 基本的, 根的",5,CEEC-108
radio,n./v.,收音機,1,CEEC-108
radioactive,adj.,"a. 放射性的, 有放射能的；[醫] 放射性的, 放射的",6,CEEC-108
radish,n.,n. 小蘿蔔,6,CEEC-108
radius,n.,"n. 半徑, 範圍, 輻射光線；[電] 半徑",6,CEEC-108
rag,n.,破布,3,CEEC-108
rage,n./v.,發怒,4,CEEC-108
ragged,adj.,"a. 衣衫襤褸的, 參差不齊的, 不協調的, 粗糙的, 刺耳的",5,CEEC-108
raid,n./v.,突擊,5,CEEC-108
rail,n.,"n. 橫杆, 圍欄, 欄杆, 鐵軌, 扶手, 秧雞；vt. 以橫木圍欄, 給...鋪鐵軌；vi. 責罵, 抱怨",5,CEEC-108
railroad,n.,鐵路,2,CEEC-108
railway,n.,鐵路,2,CEEC-108
rain,n./v.,雨,1,CEEC-108
rainbow,n.,彩虹,1,CEEC-108
raincoat,n.,雨衣,2,CEEC-108
rainfall,n.,降雨,4,CEEC-108
rainy,adj.,多雨的,1,CEEC-108
raise,n./v.,舉起；上漲,1,CEEC-108
raisin,n.,n. 葡萄乾,4,CEEC-108
rally,n./v.,集合；開玩笑,5,CEEC-108
ranch,n./v.,n. 大牧場；v. 經營牧場,5,CEEC-108
random,adj.,"n. 隨意, 隨機；a. 任意的, 隨便的, 胡亂的, 隨機的；adv. 胡亂地",5,CEEC-108
range,n./v.,區域,2,CEEC-108
rank,n./v.,等級；並排,3,CEEC-108
rap,n.,"n. 輕敲, 拍擊, 責罵, 無價值的東西；vt. 輕敲, 厲聲說出, 叱責, 搶走, 使著迷；vi. 敲擊, 發敲擊聲, 交談, 同情；[計] 隨機存取程式, 資源分配處理器, 常駐彙編程式",6,CEEC-108
rapid,adj.,快的,2,CEEC-108
rare,adj.,珍貴的,2,CEEC-108
rash,adj./n.,"a. 輕率的, 匆忙的, 魯莽的；n. 皮疹",6,CEEC-108
rat,n.,鼠,2,CEEC-108
rate,n./v.,比率；評估,3,CEEC-108
rather,adv.,與其不如,2,CEEC-108
ratify,v.,批准,6,CEEC-108
ratio,n.,"n. 比, 比率；[醫] 比, 比率, 比例",5,CEEC-108
rational,adj.,理性的,5,CEEC-108
rattle,n./v.,"vt. 使嘎嘎響, 喋喋不休地說；vi. 格格響, 喋喋不休；n. 格格聲, 撥浪鼓, 喋喋不休的話",5,CEEC-108
raw,adj.,生的,3,CEEC-108
ray,n.,光線,3,CEEC-108
razor,n.,舌」鬍刀,3,CEEC-108
reach,n./v.,抵達,1,CEEC-108
react,v.,反應,3,CEEC-108
reaction,n.,反應,3,CEEC-108
read,v.,讀,1,CEEC-108
ready,adj./v.,有準備的,1,CEEC-108
real,adj.,真的,1,CEEC-108
realism,n.,"n. 寫實主義, 現實, 實在論；[法] 現實主義",5,CEEC-108
realistic,adj.,理論的,4,CEEC-108
reality,n.,真實性,2,CEEC-108
realization,n.,"n. 實現, 領悟, 實得；[醫] 現實化, 實現",6,CEEC-108
realize,v.,了解,2,CEEC-108
really,adv.,"adv. 實際上, 真實地, 實在",1,CEEC-108
realm,n.,"n. 王國, 領土, 領域；[計] 領域",5,CEEC-108
reap,v.,"vt. 收割, 收穫, 獲得；vi. 收割, 得到報應",6,CEEC-108
rear,adj./n.,"n. 後面, 背後, 後方；a. 後面的, 背面的, 後方的；vt. 養育, 培養, 飼養, 舉起, 樹立, 栽種；vi. 高聳, 暴跳",5,CEEC-108
reason,n./v.,理由,1,CEEC-108
reasonable,adj.,有理由的；合理的,3,CEEC-108
reassure,v.,使安心,5,CEEC-108
rebel,n./v.,反抗者,4,CEEC-108
rebellion,n.,n造反,5,CEEC-108
recall,n./v.,想出,4,CEEC-108
receipt,n.,收到；收據,3,CEEC-108
receive,v.,收到,2,CEEC-108
receiver,n.,接受者；受話器,3,CEEC-108
recent,adj.,最近的,2,CEEC-108
reception,n.,接收,4,CEEC-108
recession,n.,經濟衰退,5,CEEC-108
recipe,n.,"n. 食譜, 處方, 秘訣；[醫] 取(處方頭語), 處方",4,CEEC-108
recipient,adj./n.,接受者,5,CEEC-108
recite,v.,"v. 背誦, 朗讀, 敘述",5,CEEC-108
reckless,adj.,輕率的,6,CEEC-108
reckon,v.,推斷,6,CEEC-108
recognition,n.,承認,4,CEEC-108
recognize,v.,承認,3,CEEC-108
recommend,v.,"vt. 推薦, 介紹, 勸告, 使受歡迎, 託付；[經] 建議, 推薦",5,CEEC-108
recommendation,n.,"n. 推薦, 介紹, 推薦信, 勸告；[經] 建議書",5,CEEC-108
reconcile,v.,調解,6,CEEC-108
record,n./v.,(1) n.記錄,2,CEEC-108
recorder,n.,記錄者,3,CEEC-108
recover,v.,恢復,2,CEEC-108
recovery,n.,復原,4,CEEC-108
recreation,n.,"n. 娛樂, 消遣, 休息, 再創造；[醫] 娛樂, 休養",4,CEEC-108
recreational,adj.,"a. 消遣的, 娛樂的",6,CEEC-108
recruit,n./v.,招募,5,CEEC-108
rectangle,n.,"n. 長方形, 矩形；[化] 矩形",3,CEEC-108
recycle,v.,使再循環；使回收使用,4,CEEC-108
red,adj./n.,紅色的,1,CEEC-108
reduce,v.,減少,3,CEEC-108
reduction,n.,"n. 減少, 縮影, 變化；[化] 還原",4,CEEC-108
redundancy,n.,"n. 過多, 冗長, 累贅, 多餘, 冗餘位, 冗餘度, 冗餘碼, 多餘資訊；[計] 冗餘",6,CEEC-108
reef,n.,"n. 暗礁, 礁, 縮帆；v. 縮(帆)",6,CEEC-108
refer,v.,起因於…,4,CEEC-108
referee,n./v.,"n. 仲裁人, 調解人, 裁判員；v. 仲裁, 裁判",6,CEEC-108
reference,n.,委託,4,CEEC-108
referendum,n.,公民投票,6,CEEC-108
refine,v.,提煉,6,CEEC-108
refinement,n.,精製品,6,CEEC-108
reflect,v.,反射,4,CEEC-108
